ID	Tweet	anger	disgust	fear	joy	sadness	surprise
2018-En-03885	Only in #whitehorse do you see a hubcap going down 2nd ave all by itself #yukontumbleweed #yukon 	0	0	0	0	0	1
2018-En-00239	@Yummywaterbynad I wanna meet tho 😅	0	0	0	1	0	0
2018-En-03706	Gonna find my baby gonna hold her tight gonna grab me some afternoon delight	0	0	0	1	0	0
2018-En-02600	@Its_KriTical Personally did really well, as a team we did aight too, lost to Believes squad tho	0	0	0	1	0	0
2018-En-03305	Reason #1001 why moms would make great elected officials...negotiating a two year olds . #hardwork #worthit #maybeitstheeclipse	0	0	0	1	0	0
2018-En-03390	@ChelseyyH Hope your first shift back isn't too grim chicken x	1	0	0	0	0	0
2018-En-01156	#muggymike #revenge oh dear	1	0	0	0	0	0
2018-En-02638	huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku	0	0	1	0	0	0
2018-En-00735	@MarcMero Happy Anniversary!! Have a great day!!	0	0	0	1	0	0
2018-En-02429	There are parts of you that wants the sadness. Find them out, ask them why	0	0	0	0	1	0
2018-En-01098	It's 6:30 in the morning and I'm dry ass up 😂	0	0	0	0	1	0
2018-En-00764	Fucк me on KIK guys : hhorny18\n #dick #sex #womensbodies  #snapme #sexting #xxx	1	0	0	0	0	0
2018-En-02336	@BretWeinstein @TuckerCarlson We need to get you out of there and relocated to somewhere that isn't afraid of sunshine.	0	0	1	0	0	0
2018-En-03508	@ldlapinski peas ARE pretty awesome, you make a valid point. (So much for saving ahead of moving away from home) 😂	0	0	0	1	0	0
2018-En-02498	@NicolleDWallace @jheil @DonnyDeutsch He's spot on #terrifying	0	0	1	0	0	0
2018-En-02009	Do not linger too long near the howff or you risk the displeasure of a chuhaister with pubes more underwhelming than those of an aurochs.	0	1	0	0	0	0
2018-En-03793	Without #laughter life on our planet would be intolerable.	0	0	0	1	0	0
2018-En-00485	#unforgiveness lives in the #dark	0	0	0	0	1	0
2018-En-01265	Go harder when everyone else has had enough. #relentless #Cleaner	0	0	0	0	1	0
2018-En-03306	Who also miss glee ? #gleek #glee #GleeForever #DreamsComeTrue #dontstopbelieving #gleecast @GLEEonFOX	0	0	0	0	1	0
2018-En-03647	@7sozo Thanks 4 following me! #Bible respect older man.Beg say you can.Been #sober 36years one half age72.Another 10 hit the pew 1Timothy5:1	0	0	0	1	0	0
2018-En-02458	@RiggsBarstool big revenge guy	1	0	0	0	0	0
2018-En-02541	BUT, I have offended so many people with the idea that conflicts and value judgments are separate that we need to have a talk.	0	1	0	0	0	0
2018-En-00911	#horror fiends... what should I watch on @horror_channel or @NetflixUK tonight???	0	0	1	0	0	0
2018-En-02664	If you're not eating @TheHotCorner3b lasagna for dinner tonight, you're doing it wrong. 	0	1	0	0	0	0
2018-En-02961	nothing better than going on holiday when the weathers grim at home	0	0	0	1	0	0
2018-En-04130	James to Bayern is probably the smartest choice for him.\n\nAnd, frankly, this kind of scares me 😲	0	0	1	0	0	0
2018-En-00603	Dating a skinny girl is fun though, anytime you get bored you start counting her ribs and measuring her spinal cord! #happy	0	0	0	1	0	0
2018-En-03056	Sometimes you have to let the tears drop and realize tough times are temporary. Pick yourself up, stop wishing and start doing #toughday #😢	0	0	0	0	1	0
2018-En-03298	@Flewbys This thread is a bunch of Putin lovers rejoicing over a video posted by Iranian state television. Sad!	0	0	0	0	1	0
2018-En-03921	Binge watching #revenge  im obsessed 🤓	1	0	0	0	0	0
2018-En-03520	Oklahoma, South Carolina, Idaho, and Louisiana I'll see you this fall 😍 #excitement	0	0	0	1	0	0
2018-En-00783	Full of #optimism after the FP Summit yesterday. Thanks to @melindagates @FP2020Global @UNFPA and @DFID_UK we're thinking about #HerFuture	0	0	0	1	0	0
2018-En-01608	@Jamiebower first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou	0	0	0	0	1	0
2018-En-02540	I want to give spiders emotions and self awareness. Picture if a spider could build resentment toward you. What if it KNEW you were afraid	0	0	1	0	0	0
2018-En-02404	The #buthisemails meme is hilarity.	0	0	0	1	0	0
2018-En-03615	also had a dream i got to see my friend who's at basic rn and woke up super sad because i won't see her until next summer.. :(	0	0	0	0	1	0
2018-En-03173	These horoscopes are terrible. Says I'm obsessed with myself 😂 that's really not me 🤷🏾‍♀️	0	1	0	0	0	0
2018-En-04263	'Pope fuming after police broke up drug-fuelled Vatican priest gay orgy' \nAts some headline	1	0	0	0	0	0
2018-En-02220	Accept the challenges so that you can feel the exhilaration of victory.  \n-- George S. Patton	0	0	0	1	0	0
2018-En-01409	big over sized clothes, hours of use for bad haircut, 😊 real big rage #🍑	1	0	0	0	0	0
2018-En-00920	Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad	0	0	0	0	1	0
2018-En-02207	@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still 	0	0	0	1	0	0
2018-En-03864	You can't change who people are, but you can love them #sadly	0	0	0	0	1	0
2018-En-03964	I want to rant about something in the trans community, but lol I don't want to offend people	0	1	0	0	0	0
2018-En-03660	For many years I have despised olives, my thoughts on them have now changed. #delightful	0	0	0	1	0	0
2018-En-02881	@andybainbridge4 Duna what u mean mate, am a delight	0	0	0	1	0	0
2018-En-01480	Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*	0	0	0	1	0	0
2018-En-04153	I don't know how much longer I can play stupid 😒😔 #heartbroken #stupid #sadness	0	0	0	0	1	0
2018-En-00677	@AWilliamson54 dude, you're killing it on KSR #hilarious #AradioNatural	0	0	0	1	0	0
2018-En-01182	Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews	0	0	0	0	1	0
2018-En-03907	@Greenarmy46 Thank you! Glad you're enjoying them 😃	0	0	0	1	0	0
2018-En-02321	@annie_hawthorne Just one? 😄  Cress and Thorne from the Lunar Chronicles. Good character arcs + absolutely adorable.	0	0	0	1	0	0
2018-En-04040	And let the depression take the stage once more 🙃	0	0	0	0	1	0
2018-En-01721	@TimHortons Please please PLEASE make your jalapeño jack sandwich a regular! I LOOOVE it!!! 	0	0	0	1	0	0
2018-En-04295	#Sleep is my #drug. My bed is my dealer. My #alarm is the #cops. #School is the #jail. #TeamFollowBack	0	0	0	1	0	0
2018-En-01782	Thus said the Lord God...”I have heard your #prayer, I have seen your #tears, behold, I will #heal you”... 2kings 20:5a #hope #joy #jesus	0	0	0	1	0	0
2018-En-00242	@AaonCrea Yea I know that feeling. It's just weird how desolate big cities in Aus are at night it's so weird but I get ya!	0	0	1	0	0	0
2018-En-02704	@lukasbradley use the F word as much as you need to. People may start to listen. :)	0	1	0	0	0	0
2018-En-03890	“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”	0	0	0	0	1	0
2018-En-01459	Me: 'I miss your personality,will it come back?' Him: 'I'm sorry.I'm me. You be you.' #Sad #depressed #longdistancerelationship	0	0	0	0	1	0
